# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 29 13:02:40 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_radj_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmasse_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmassprov not like '%calculated value%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radj_reflink: Planet Radius Reference
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasse_reflink: Planet Mass or Mass*sin(i) [Earth Mass] Reference
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_radj_reflink,pl_bmasse,pl_bmasse_reflink,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
3569,Kepler-327 c,Kepler-327,1,3,Transit,2014,Kepler,0,5.21233300,0.047000,1.030,0.092,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.30000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.06400,Mass,0.000000,28.27,537,0,,3799.00,0.49,0.59,-0.200,[Fe/H],4.76,19h30m34.15s,292.6422963,+44d05m15.45s,44.0876251,241.9870000,15.6110000,11.9560000,14.9804000
3571,Kepler-328 b,Kepler-328,1,2,Transit,2013,Kepler,0,34.92100000,0.219900,2.300,0.205,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,28.50000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.09000,Mass,0.000000,57.08,602,1,,6064.00,1.06,1.15,0.080,[Fe/H],4.44,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.1900000,15.7940000,14.1870000,15.6036000
3572,Kepler-328 c,Kepler-328,1,2,Transit,2013,Kepler,0,71.31200000,0.354000,5.400,0.482,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,39.40000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.12400,Mass,0.000000,22.02,475,1,,6064.00,1.06,1.15,0.080,[Fe/H],4.44,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.1900000,15.7940000,14.1870000,15.6036000
3576,Kepler-33 c,Kepler-33,1,5,Transit,2011,Kepler,0,13.17562000,0.118900,3.200,0.285,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,0.39000,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp Lithwick 2016</a>,0.00123,Mass,0.000000,241.76,1009,1,,5904.00,1.82,1.29,0.025,[Fe/H],4.03,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000,14.0990000,12.5910000,13.9513000
3577,Kepler-33 d,Kepler-33,1,5,Transit,2011,Kepler,0,21.77596000,0.166200,5.350,0.477,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,3.91000,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp Lithwick 2016</a>,0.01230,Mass,0.000000,123.69,853,1,,5904.00,1.82,1.29,0.025,[Fe/H],4.03,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000,14.0990000,12.5910000,13.9513000
3578,Kepler-33 e,Kepler-33,1,5,Transit,2011,Kepler,0,31.78440000,0.213800,4.020,0.359,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,5.57000,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp Lithwick 2016</a>,0.01753,Mass,0.000000,74.72,752,1,,5904.00,1.82,1.29,0.025,[Fe/H],4.03,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000,14.0990000,12.5910000,13.9513000
3579,Kepler-33 f,Kepler-33,1,5,Transit,2011,Kepler,0,41.02902000,0.253500,4.460,0.398,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,9.60000,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp Lithwick 2017</a>,0.03020,Mass,0.000000,53.18,691,1,,5904.00,1.82,1.29,0.025,[Fe/H],4.03,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.1600000,14.0990000,12.5910000,13.9513000
3588,Kepler-333 b,Kepler-333,2,2,Transit,2014,Kepler,0,12.55115800,0.087000,1.320,0.118,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.20000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.08900,Mass,0.000000,16.82,480,0,,4259.00,0.53,0.60,0.046,[M/H],4.73,19h29m08.67s,292.2861201,+40d54m48.75s,40.9135429,324.4130000,15.0520000,12.1180000,14.7212000
3600,Kepler-338 b,Kepler-338,1,4,Transit,2014,Kepler,0,13.72697600,0.117000,2.440,0.218,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,30.60000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.09600,Mass,0.040000,256.61,1005,1,,5923.00,1.74,1.20,-0.029,[M/H],4.02,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000,12.1900000,10.7560000,12.0828000
3603,Kepler-338 e,Kepler-338,1,4,Transit Timing Variations,2014,Kepler,0,9.34100000,0.089300,1.560,0.139,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,8.50000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.02700,Mass,0.050000,428.52,1143,1,,5999.00,1.74,1.14,-0.029,[M/H],4.02,18h51m54.97s,282.9790593,+40d47m03.91s,40.7844188,552.7980000,12.1900000,10.7560000,12.0828000
3605,Kepler-339 c,Kepler-339,1,3,Transit,2014,Kepler,0,6.98805500,0.069000,1.150,0.103,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.30000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.02300,Mass,0.000000,101.84,914,0,,5631.00,0.80,0.93,0.033,[M/H],4.59,19h33m24.41s,293.3517010,+48d26m40.53s,48.4445922,616.6370000,14.7060000,12.8740000,14.5134000
3606,Kepler-339 d,Kepler-339,1,3,Transit,2014,Kepler,0,10.55834500,0.091000,1.170,0.104,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.70000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.04600,Mass,0.000000,58.65,796,0,,5631.00,0.80,0.93,0.033,[M/H],4.59,19h33m24.41s,293.3517010,+48d26m40.53s,48.4445922,616.6370000,14.7060000,12.8740000,14.5134000
3607,Kepler-34 b,Kepler-34,2,1,Transit,2011,Kepler,0,288.82200000,1.089600,8.564,0.764,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,69.92000,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,0.22000,Mass,0.182000,,,1,,5913.00,1.16,1.05,-0.070,[m/H],4.33,19h45m44.59s,296.4358022,+44d38m29.53s,44.6415369,1800.8200000,15.0870000,13.2380000,14.8297000
3622,Kepler-345 b,Kepler-345,1,2,Transit,2014,Kepler,0,7.41556300,0.066000,0.740,0.066,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.50000,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp Lithwick 2017</a>,0.00157,Mass,0.000000,35.37,622,0,,4504.00,0.62,0.61,0.191,[M/H],4.68,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.0000000,14.3440000,11.5510000,14.0341000
3623,Kepler-345 c,Kepler-345,1,2,Transit,2014,Kepler,0,9.38742700,0.077000,1.200,0.107,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.20000,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp Lithwick 2017</a>,0.00692,Mass,0.000000,25.83,575,0,,4504.00,0.62,0.61,0.191,[M/H],4.68,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,260.0000000,14.3440000,11.5510000,14.0341000
3630,Kepler-349 b,Kepler-349,1,2,Transit,2014,Kepler,0,5.92977800,0.065000,1.900,0.170,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,94.50000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.29700,Mass,0.000000,248.27,972,0,,5956.00,0.93,1.02,0.151,[M/H],4.52,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,940.7240000,14.9150000,13.1760000,14.7211000
3632,Kepler-35 b,Kepler-35,2,1,Transit,2011,Kepler,0,131.45800000,0.603470,8.160,0.728,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,40.36300,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,0.12700,Mass,0.042000,,,1,,5606.00,1.03,0.89,-0.340,[m/H],4.36,19h37m59.27s,294.4969550,+46d41m22.82s,46.6896733,1819.1700000,15.8630000,13.8750000,15.7352000
3634,Kepler-350 c,Kepler-350,1,3,Transit,2013,Kepler,0,17.84900000,0.138500,3.100,0.277,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,6.10000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.01900,Mass,0.000000,138.41,888,1,,6492.30,1.25,1.00,0.041,[M/H],4.24,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,13.9650000,12.3930000,13.7606000
3635,Kepler-350 d,Kepler-350,1,3,Transit,2013,Kepler,0,26.13600000,0.178600,2.800,0.250,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,14.90000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.04700,Mass,0.000000,83.24,782,1,,6492.30,1.25,1.00,0.041,[M/H],4.24,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,13.9650000,12.3930000,13.7606000
3636,Kepler-351 b,Kepler-351,1,3,Transit,2014,Kepler,0,37.05491900,0.214000,3.060,0.273,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.80000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.01500,Mass,0.000000,11.98,498,0,,5643.00,0.85,0.81,-0.160,[Fe/H],4.56,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.9100000,16.2290000,14.0970000,15.9665000
3637,Kepler-351 c,Kepler-351,1,3,Transit,2014,Kepler,0,57.24809000,0.287000,3.190,0.285,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.10000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.03500,Mass,0.000000,6.71,431,0,,5643.00,0.85,0.81,-0.160,[Fe/H],4.56,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.9100000,16.2290000,14.0970000,15.9665000
3657,Kepler-359 c,Kepler-359,1,3,Transit,2014,Kepler,0,57.68802000,0.307000,4.300,0.384,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.90000,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp Lithwick 2017</a>,0.00912,Mass,0.000000,16.19,512,1,,6248.00,1.09,1.14,0.080,[Fe/H],4.43,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497,1443.2100000,15.8050000,14.4870000,15.8814000
3658,Kepler-359 d,Kepler-359,1,3,Transit,2014,Kepler,0,77.09569100,0.372000,4.010,0.358,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.70000,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp Lithwick 2017</a>,0.00850,Mass,0.000000,11.00,464,0,,6248.00,1.09,1.14,0.080,[Fe/H],4.43,19h33m10.47s,293.2936129,+42d11m46.86s,42.1963497,1443.2100000,15.8050000,14.4870000,15.8814000
3659,Kepler-36 b,Kepler-36,1,2,Transit,2012,Kepler,0,13.86825000,0.115300,1.498,0.134,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,3.83000,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.01205,Mass,0.000000,247.00,978,1,,5979.00,1.63,1.03,-0.180,[Fe/H],4.10,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.9560000,11.9410000,10.7880000,12.0767000
3660,Kepler-36 c,Kepler-36,1,2,Transit,2012,Kepler,0,16.21865000,0.128300,3.679,0.328,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,7.13000,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.02243,Mass,0.000000,191.00,928,1,,5979.00,1.63,1.03,-0.180,[Fe/H],4.10,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.9560000,11.9410000,10.7880000,12.0767000
3668,Kepler-363 c,Kepler-363,1,3,Transit,2014,Kepler,0,7.54242700,0.079000,1.690,0.151,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,66.40000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.20900,Mass,0.000000,376.29,1054,0,,5593.00,1.49,1.10,0.397,[M/H],4.15,18h52m46.10s,283.1920779,+41d18m19.50s,41.3054172,762.5960000,13.4720000,11.6970000,13.3160000
3682,Kepler-37 b,Kepler-37,1,4,Transit,2013,Kepler,0,13.36702000,0.101900,0.310,0.028,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.79000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.00249,Mass,0.098000,44.50,718,0,,5357.00,0.79,0.79,-0.360,[Fe/H],4.57,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,9.7700010,7.9420000,9.5498800
3683,Kepler-37 c,Kepler-37,1,4,Transit,2013,Kepler,0,21.30184800,0.139000,0.755,0.067,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.30000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.00409,Mass,0.099000,23.90,615,0,,5357.00,0.79,0.79,-0.360,[Fe/H],4.57,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,9.7700010,7.9420000,9.5498800
3684,Kepler-37 d,Kepler-37,1,4,Transit,2013,Kepler,0,39.79226220,0.210900,2.030,0.181,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,2.00000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.00629,Mass,0.100000,10.39,499,1,,5357.00,0.79,0.79,-0.360,[Fe/H],4.57,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207000,9.7700010,7.9420000,9.5498800
3708,Kepler-38 b,Kepler-38,2,1,Transit,2012,Kepler,0,105.59900000,0.463200,4.300,0.384,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,122.00000,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,0.38400,Mass,0.032000,,475,0,G4 V,5623.00,1.75,0.94,-0.110,[m/H],3.93,19h07m19.27s,286.8303120,+42d16m44.92s,42.2791434,1174.5900000,14.0150000,12.3420000,13.9066000
3720,Kepler-385 b,Kepler-385,1,3,Transit,2014,Kepler,0,10.04368600,0.097000,2.730,0.244,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.80000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.04000,Mass,0.000000,143.92,951,0,,6326.00,1.13,1.12,0.040,[Fe/H],4.41,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.6100000,15.7600000,13.8190000,15.1920000
3721,Kepler-385 c,Kepler-385,1,3,Transit,2014,Kepler,0,15.16316100,0.127000,3.040,0.271,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.20000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.04200,Mass,0.000000,83.16,829,0,,6326.00,1.13,1.12,0.040,[Fe/H],4.41,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.6100000,15.7600000,13.8190000,15.1920000
3731,Kepler-39 b,Kepler-39,1,1,Transit,2011,Kepler,0,21.08721000,0.164000,13.900,1.240,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,6388.10000,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,20.10000,Mass,0.112000,90.22,897,1,F7 V,6350.00,1.40,1.29,0.100,[Fe/H],4.40,19h47m50.48s,296.9603348,+46d02m03.46s,46.0342954,1057.4100000,14.3550000,12.9180000,14.2622000
3745,Kepler-396 b,Kepler-396,1,2,Transit,2013,Kepler,0,42.99400000,0.233600,3.500,0.312,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,75.50000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.23800,Mass,0.000000,13.73,496,1,,5565.00,1.06,0.85,0.156,[M/H],4.32,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.7570000,12.2590000,10.2850000,11.8286000
3746,Kepler-396 c,Kepler-396,1,2,Transit,2013,Kepler,0,88.50500000,0.378000,5.300,0.473,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,17.90000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.05600,Mass,0.000000,5.24,390,1,,5565.00,1.06,0.85,0.156,[M/H],4.32,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.7570000,12.2590000,10.2850000,11.8286000
3755,Kepler-4 b,Kepler-4,1,1,Transit,2009,Kepler,0,3.21346000,0.045600,4.002,0.357,<a refstr=BORUCKI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.126B/abstract target=ref> Borucki et al. 2010 </a>,24.47200,<a refstr=BORUCKI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.126B/abstract target=ref> Borucki et al. 2010 </a>,0.07700,Mass,0.000000,1245.43,1650,0,,5857.00,1.49,1.22,0.170,[Fe/H],4.17,19h02m27.71s,285.6154492,+50d08m08.78s,50.1357712,487.9160000,12.2850000,10.8050000,12.1577000
3756,Kepler-40 b,Kepler-40,1,1,Transit,2010,Kepler,0,6.87349000,0.080000,13.110,1.170,<a refstr=SANTERNE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1101.0196S/abstract target=ref> Santerne et al. 2011 </a>,699.20000,<a refstr=SANTERNE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1101.0196S/abstract target=ref> Santerne et al. 2011 </a>,2.20000,Mass,0.000000,1187.96,1620,0,F5 IV,6510.00,2.13,1.48,0.100,[Fe/H],3.94,19h47m15.29s,296.8136883,+47d31m35.56s,47.5265446,2305.0100000,14.6570000,13.2700000,14.5591000
3773,Kepler-406 b,Kepler-406,1,2,Transit,2014,Kepler,0,2.42629000,0.035900,1.430,0.128,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,6.35000,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,0.02000,Mass,0.000000,826.93,1302,0,,5538.00,1.07,1.07,0.180,[Fe/H],4.41,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,12.6030000,10.9700000,12.4897000
3774,Kepler-406 c,Kepler-406,1,2,Transit,2014,Kepler,0,4.62332000,0.055200,0.850,0.076,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.71000,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,0.00900,Mass,0.000000,349.77,1050,0,,5538.00,1.07,1.07,0.180,[Fe/H],4.41,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,12.6030000,10.9700000,12.4897000
